NotaAdmissao,NecessidadesEspeciais,Devedor,MensalidadesEmDia,Bolsista,International,UnidadesCurriculares1SemestreCreditado,UnidadesCurriculares1SemestreInscrito,UnidadesCurriculares1SemestreAvaliacoes,UnidadesCurriculares1SemestreAprovado,UnidadesCurriculares1SemestreGrau,UnidadesCurriculares1SemestreSemAvaliacoes,UnidadesCurriculares2SemestreCreditado,UnidadesCurriculares2SemestreInscrito,UnidadesCurriculares2SemestreAvaliacoes,UnidadesCurriculares2SemestreAprovado,UnidadesCurriculares2SemestreGrau,UnidadesCurriculares2SemestreSemAvaliacoes,TaxaDesemprego,TaxaInflacao,PIB,EstadoCivil_Divorciado,EstadoCivil_Separado Judicialmente,EstadoCivil_Solteiro,EstadoCivil_União de Fato,EstadoCivil_Viúvo,Curso_Design de Animação e Multimédia,Curso_Design de Comunicação,Curso_Enfermagem,Curso_Enfermagem Veterinária,Curso_Engenharia Informática,Curso_Ensino Básico,Curso_Equincultura,Curso_Gestão,Curso_Gestão (presencial noturno),Curso_Gestão de Publicidade e Marketing,Curso_Higiene Oral,Curso_Jornalismo e Comunicação,Curso_Serviço Social,Curso_Serviço Social (prestação nocturna),Curso_Tecnologias de Produção de Biocombustíveis,Curso_Turismo,Nacionalidade_Angolano,Nacionalidade_Brasileiro,Nacionalidade_Cabo-verdiano,Nacionalidade_Colombiano,Nacionalidade_Espanhol,Nacionalidade_Guineense,Nacionalidade_Holandês,Nacionalidade_Inglês,Nacionalidade_Italiano,Nacionalidade_Lituano,Nacionalidade_Mexicano,Nacionalidade_Moldávia (República da),Nacionalidade_Moçambicano,Nacionalidade_Português,Nacionalidade_Romeno,Nacionalidade_Russo,Nacionalidade_Santomense,Nacionalidade_Ucraniano,Genero_Masculino,QualificacaoAgrupada_Outros
130.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
126.2,0.0,0.0,1.0,0.0,0.0,0.0,5.0,14.0,4.0,14.25,3.0,0.0,5.0,9.0,5.0,13.2,4.0,9.4,-0.8,-3.12,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
120.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,1.43333e+16,0.0,0.0,6.0,6.0,6.0,1.41667e+16,0.0,8.9,1.4,3.51,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
140.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,6.0,13.0,0.0,0.0,6.0,19.0,5.0,13.0,0.0,12.4,0.5,1.79,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
130.3,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,6.0,12.6,0.0,0.0,7.0,7.0,6.0,12.6,0.0,7.6,2.6,0.32,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
121.1,0.0,0.0,1.0,0.0,0.0,0.0,7.0,10.0,6.0,1.36667e+16,0.0,0.0,7.0,9.0,6.0,12.5,0.0,12.4,0.5,1.79,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
146.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,5.0,11.0,0.0,0.0,6.0,6.0,6.0,1.31667e+16,0.0,16.2,0.3,-0.92,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
148.9,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,1.36667e+16,0.0,0.0,6.0,6.0,6.0,13.0,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
100.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,11.0,1.0,10.0,0.0,0.0,6.0,11.0,1.0,11.0,0.0,9.4,-0.8,-3.12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
124.4,0.0,0.0,1.0,0.0,1.0,0.0,7.0,8.0,7.0,1.27286e+16,0.0,0.0,8.0,8.0,8.0,14625.0,0.0,15.5,2.8,-4.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113.2,0.0,0.0,1.0,0.0,0.0,0.0,6.0,12.0,4.0,12.0,0.0,0.0,6.0,11.0,1.0,10.0,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
136.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,9.0,7.0,1.43556e+16,0.0,5.0,8.0,8.0,8.0,1349375.0,0.0,15.5,2.8,-4.06,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
137.6,0.0,0.0,1.0,1.0,0.0,0.0,5.0,6.0,5.0,12.6,0.0,0.0,5.0,8.0,5.0,11.25,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
126.2,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,1.16667e+16,0.0,0.0,6.0,6.0,5.0,12.2,0.0,12.7,3.7,-1.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
133.5,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,1.26667e+16,0.0,0.0,6.0,6.0,6.0,1.36667e+16,0.0,12.7,3.7,-1.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
105.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,13.0,3.0,1.13333e+16,0.0,0.0,6.0,8.0,2.0,11.5,0.0,13.9,-0.3,0.79,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
128.2,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
109.5,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
130.8,0.0,0.0,1.0,0.0,0.0,0.0,6.0,14.0,4.0,11.25,0.0,0.0,6.0,9.0,5.0,13.0,0.0,9.4,-0.8,-3.12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
117.2,0.0,0.0,1.0,0.0,1.0,13.0,18.0,45.0,18.0,12.5,12.0,10.0,13.0,26.0,12.0,1.14286e+16,6.0,15.5,2.8,-4.06,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
159.5,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,8.9,1.4,3.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
120.8,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
124.9,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,1.36667e+16,0.0,0.0,6.0,6.0,6.0,1.33333e+16,0.0,8.9,1.4,3.51,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
122.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,1.33333e+16,0.0,0.0,6.0,6.0,6.0,14.5,0.0,10.8,1.4,1.74,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
161.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,7.0,13.08,0.0,0.0,8.0,8.0,7.0,13.08,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
120.1,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,4.0,12.75,1.0,0.0,5.0,10.0,4.0,11.75,0.0,12.7,3.7,-1.7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
140.4,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,5.0,12.6,0.0,0.0,6.0,6.0,6.0,13.0,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
110.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,15.5,2.8,-4.06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
130.5,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,7.0,1.49929e+16,0.0,0.0,8.0,8.0,7.0,1.49929e+16,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
161.2,0.0,0.0,1.0,0.0,0.0,1.0,6.0,8.0,6.0,1.37143e+16,1.0,0.0,6.0,8.0,6.0,14375.0,0.0,13.9,-0.3,0.79,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
123.3,0.0,0.0,1.0,1.0,0.0,0.0,5.0,9.0,5.0,12.6,0.0,0.0,5.0,8.0,2.0,12.5,0.0,8.9,1.4,3.51,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
106.5,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
123.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
122.3,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,6.0,14.35,0.0,0.0,7.0,7.0,6.0,14.35,0.0,7.6,2.6,0.32,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
116.7,0.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,5.0,13.0,0.0,0.0,6.0,8.0,4.0,10.75,0.0,9.4,-0.8,-3.12,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
118.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
134.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
123.9,0.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,4.0,13.0,0.0,0.0,5.0,8.0,5.0,1.31429e+16,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,5.0,0.0,5.0,6.0,4.0,13.75,1.0,10.8,1.4,1.74,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
127.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,8.0,6.0,1.30467e+16,0.0,2.0,8.0,10.0,7.0,1330625.0,0.0,11.1,0.6,2.02,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
127.7,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,3.0,11.0,0.0,0.0,5.0,9.0,2.0,11.5,0.0,7.6,2.6,0.32,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
128.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,6.0,12.0,0.0,0.0,0.0,9.4,-0.8,-3.12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
128.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,9.0,7.0,1.30556e+16,0.0,0.0,8.0,8.0,8.0,158125.0,0.0,13.9,-0.3,0.79,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
122.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,7.0,15.0,0.0,0.0,8.0,8.0,7.0,15.0,0.0,12.7,3.7,-1.7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
120.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,12.0,8.0,12375.0,0.0,4.0,9.0,11.0,5.0,12.4,0.0,8.9,1.4,3.51,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
116.7,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,13.4,0.0,0.0,5.0,5.0,5.0,14.0,0.0,9.4,-0.8,-3.12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
110.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
121.5,0.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,5.0,15.8,0.0,0.0,5.0,7.0,5.0,1.45714e+16,0.0,11.1,0.6,2.02,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
131.1,0.0,0.0,1.0,1.0,0.0,0.0,6.0,8.0,6.0,1.28333e+16,0.0,0.0,6.0,6.0,6.0,1.21667e+16,0.0,8.9,1.4,3.51,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
121.7,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,2.0,13.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
114.7,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,10.5,0.0,1.0,1.0,1.0,1.0,11.0,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124.8,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,8.0,5.0,13.4,0.0,8.9,1.4,3.51,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
148.4,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,1.38333e+16,0.0,0.0,6.0,7.0,6.0,1.44286e+16,0.0,15.5,2.8,-4.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
120.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,8.0,133675.0,0.0,0.0,8.0,8.0,8.0,133675.0,0.0,9.4,-0.8,-3.12,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
125.3,0.0,0.0,1.0,0.0,0.0,12.0,18.0,22.0,18.0,1188890000000000.0,1.0,11.0,13.0,13.0,13.0,1.14615e+16,0.0,15.5,2.8,-4.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
105.9,0.0,0.0,1.0,0.0,0.0,0.0,6.0,11.0,4.0,10.75,0.0,0.0,6.0,13.0,2.0,10.0,0.0,7.6,2.6,0.32,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
146.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,5.0,12.6,0.0,0.0,6.0,11.0,4.0,11.25,0.0,12.4,0.5,1.79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
100.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,9.0,6.0,1.18333e+16,0.0,0.0,6.0,7.0,6.0,11.0,0.0,7.6,2.6,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
115.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
124.5,0.0,0.0,1.0,0.0,0.0,0.0,8.0,9.0,7.0,1204140000000000.0,0.0,0.0,8.0,9.0,7.0,1204140000000000.0,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
129.7,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,1.21667e+16,0.0,0.0,6.0,7.0,6.0,1.37143e+16,0.0,15.5,2.8,-4.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
150.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,8.0,6.0,1.41429e+16,0.0,1.0,6.0,7.0,6.0,13.0,0.0,13.9,-0.3,0.79,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
114.8,0.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,4.0,10.5,0.0,0.0,6.0,8.0,4.0,11.25,0.0,10.8,1.4,1.74,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
117.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,7.0,6.0,1.34286e+16,0.0,0.0,6.0,6.0,6.0,1.31667e+16,0.0,15.5,2.8,-4.06,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
115.9,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,1.41667e+16,0.0,12.4,0.5,1.79,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
121.7,0.0,0.0,1.0,1.0,0.0,0.0,6.0,9.0,5.0,1.23333e+16,0.0,0.0,6.0,7.0,5.0,11.8,0.0,13.9,-0.3,0.79,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
140.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,11.0,7.0,1.12944e+16,0.0,0.0,8.0,22.0,2.0,12.6,0.0,15.5,2.8,-4.06,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
133.5,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,8.0,133425.0,0.0,0.0,8.0,8.0,8.0,133425.0,0.0,9.4,-0.8,-3.12,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
118.2,0.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,5.0,11.2,0.0,0.0,5.0,6.0,5.0,12.8,1.0,7.6,2.6,0.32,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
170.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
123.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,11.0,5.0,10.8,0.0,0.0,6.0,12.0,5.0,1.13333e+16,0.0,15.5,2.8,-4.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
100.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10.0,4.0,11.5,0.0,1.0,7.0,8.0,1.0,12.0,0.0,15.5,2.8,-4.06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
109.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
95.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,10.0,6.0,11.0,0.0,0.0,6.0,14.0,3.0,1.13333e+16,0.0,10.8,1.4,1.74,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
98.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,4.0,11.4,0.0,0.0,5.0,7.0,4.0,11.0,0.0,11.1,0.6,2.02,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
152.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,15.0,4.0,1.33333e+16,0.0,0.0,5.0,6.0,2.0,13.5,0.0,13.9,-0.3,0.79,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
